,symbol,tradeDate,basicPrice,price,volume,totalVolume,totalValue
912,VNM,2024-09-13T10:56:16,74.7,73.8,0.4,1405.6,103955.0
913,VNM,2024-09-13T10:56:13,74.7,73.9,5.0,1405.2,103925.0
914,VNM,2024-09-13T10:56:07,74.7,73.8,0.1,1400.2,103556.0
915,VNM,2024-09-13T10:55:48,74.7,73.8,0.4,1400.1,103549.0
916,VNM,2024-09-13T10:55:31,74.7,73.9,1.0,1399.7,103519.0
917,VNM,2024-09-13T10:55:22,74.7,73.9,0.4,1308.7,96794.0
918,VNM,2024-09-13T10:55:10,74.7,73.9,0.2,1308.3,96765.0
919,VNM,2024-09-13T10:54:55,74.7,73.9,0.3,1308.1,96750.0
920,VNM,2024-09-13T10:54:54,74.7,73.9,0.4,1307.6,96713.0
921,VNM,2024-09-13T10:54:53,74.7,74.0,2.0,1307.2,96683.0
922,VNM,2024-09-13T10:54:44,74.7,73.9,0.1,1305.2,96535.0
923,VNM,2024-09-13T10:54:00,74.7,73.9,0.4,1304.7,96498.0
924,VNM,2024-09-13T10:53:46,74.7,74.0,0.1,1304.3,96469.0
925,VNM,2024-09-13T10:53:33,74.7,73.9,0.4,1304.2,96461.0
926,VNM,2024-09-13T10:53:21,74.7,73.9,0.1,1303.8,96432.0
927,VNM,2024-09-13T10:53:06,74.7,73.9,0.4,1303.7,96424.0
928,VNM,2024-09-13T10:52:40,74.7,73.9,0.5,1303.3,96395.0
929,VNM,2024-09-13T10:52:19,74.7,74.0,0.3,1302.8,96358.0
930,VNM,2024-09-13T10:51:58,74.7,73.9,0.1,1302.1,96306.0
931,VNM,2024-09-13T10:51:45,74.7,73.9,0.5,1302.0,96299.0
932,VNM,2024-09-13T10:51:18,74.7,73.9,0.4,1301.5,96262.0
933,VNM,2024-09-13T10:50:51,74.7,73.9,0.5,1301.1,96232.0
934,VNM,2024-09-13T10:50:46,74.7,74.0,0.1,1300.6,96195.0
935,VNM,2024-09-13T10:50:40,74.7,74.0,0.2,1294.6,95751.0
936,VNM,2024-09-13T10:50:36,74.7,74.0,0.1,1294.4,95736.0
937,VNM,2024-09-13T10:50:25,74.7,74.0,0.5,1294.3,95729.0
938,VNM,2024-09-13T10:49:58,74.7,74.1,0.9,1293.8,95692.0
939,VNM,2024-09-13T10:49:42,74.7,74.0,3.8,1290.8,95470.0
940,VNM,2024-09-13T10:49:38,74.7,74.0,0.2,1284.8,95026.0
941,VNM,2024-09-13T10:49:32,74.7,74.0,0.1,1284.6,95011.0
942,VNM,2024-09-13T10:49:24,74.7,74.0,0.4,1284.4,94996.0
943,VNM,2024-09-13T10:49:21,74.7,74.0,1.1,1283.6,94937.0
944,VNM,2024-09-13T10:49:12,74.7,73.9,0.1,1255.0,92821.0
945,VNM,2024-09-13T10:48:30,74.7,73.9,0.4,1254.5,92784.0
946,VNM,2024-09-13T10:48:04,74.7,73.9,0.3,1254.1,92754.0
947,VNM,2024-09-13T10:48:03,74.7,73.9,0.1,1253.7,92724.0
948,VNM,2024-09-13T10:48:00,74.7,74.0,0.5,1253.4,92702.0
949,VNM,2024-09-13T10:47:50,74.7,73.9,0.1,1252.8,92658.0
950,VNM,2024-09-13T10:47:10,74.7,73.9,0.4,1252.3,92621.0
951,VNM,2024-09-13T10:46:35,74.7,73.9,0.5,1250.9,92517.0
952,VNM,2024-09-13T10:46:27,74.7,73.9,0.1,1250.4,92481.0
953,VNM,2024-09-13T10:46:15,74.7,73.9,0.4,1250.3,92473.0
954,VNM,2024-09-13T10:45:56,74.7,74.0,1.3,1249.8,92436.0
955,VNM,2024-09-13T10:45:56,74.7,74.0,0.1,1249.9,92444.0
956,VNM,2024-09-13T10:45:51,74.7,74.0,0.2,1248.5,92340.0
957,VNM,2024-09-13T10:45:48,74.7,73.9,0.5,1248.3,92325.0
958,VNM,2024-09-13T10:45:46,74.7,73.9,0.1,1247.8,92288.0
959,VNM,2024-09-13T10:45:31,74.7,73.9,0.5,1247.7,92281.0
960,VNM,2024-09-13T10:45:16,74.7,73.9,0.1,1245.7,92133.0
961,VNM,2024-09-13T10:45:12,74.7,73.9,0.2,1245.6,92126.0
962,VNM,2024-09-13T10:45:04,74.7,73.9,0.1,1244.9,92074.0
963,VNM,2024-09-13T10:44:58,74.7,73.9,0.2,1244.8,92067.0
964,VNM,2024-09-13T10:44:54,74.7,73.9,0.3,1244.1,92015.0
965,VNM,2024-09-13T10:44:52,74.7,73.9,0.6,1243.7,91985.0
966,VNM,2024-09-13T10:44:41,74.7,73.9,0.2,1243.1,91941.0
967,VNM,2024-09-13T10:44:23,74.7,73.9,0.1,1242.9,91926.0
968,VNM,2024-09-13T10:43:57,74.7,74.0,0.5,1242.7,91911.0
969,VNM,2024-09-13T10:43:57,74.7,73.8,0.4,1240.6,91756.0
970,VNM,2024-09-13T10:43:41,74.7,73.8,0.1,1240.0,91712.0
971,VNM,2024-09-13T10:43:30,74.7,73.8,0.4,1239.9,91704.0
972,VNM,2024-09-13T10:43:25,74.7,73.8,0.2,1239.5,91675.0
973,VNM,2024-09-13T10:43:03,74.7,73.8,0.4,1239.3,91660.0
974,VNM,2024-09-13T10:42:47,74.7,73.8,0.1,1238.9,91631.0
975,VNM,2024-09-13T10:42:45,74.7,73.8,1.0,1238.8,91623.0
976,VNM,2024-09-13T10:42:39,74.7,73.9,0.2,1237.8,91549.0
977,VNM,2024-09-13T10:42:35,74.7,73.8,0.4,1237.6,91535.0
978,VNM,2024-09-13T10:42:18,74.7,73.8,0.1,1237.2,91505.0
979,VNM,2024-09-13T10:41:42,74.7,73.8,0.4,1236.7,91468.0
980,VNM,2024-09-13T10:41:39,74.7,73.9,0.5,1236.3,91439.0
981,VNM,2024-09-13T10:41:29,74.7,73.9,1.5,1235.8,91402.0
982,VNM,2024-09-13T10:41:19,74.7,73.9,0.1,1234.3,91291.0
983,VNM,2024-09-13T10:41:17,74.7,73.8,1.4,1234.2,91284.0
984,VNM,2024-09-13T10:41:14,74.7,73.8,0.4,1232.8,91180.0
985,VNM,2024-09-13T10:41:11,74.7,73.8,0.2,1232.4,91151.0
986,VNM,2024-09-13T10:40:59,74.7,73.9,1.0,1231.2,91062.0
987,VNM,2024-09-13T10:40:47,74.7,73.8,0.4,1229.2,90914.0
988,VNM,2024-09-13T10:40:34,74.7,73.8,0.2,1228.8,90885.0
989,VNM,2024-09-13T10:40:20,74.7,73.8,0.4,1228.6,90870.0
990,VNM,2024-09-13T10:39:57,74.7,73.9,1.0,1227.2,90767.0
991,VNM,2024-09-13T10:39:53,74.7,73.8,0.5,1226.2,90693.0
992,VNM,2024-09-13T10:39:51,74.7,73.9,1.0,1225.7,90656.0
993,VNM,2024-09-13T10:39:42,74.7,73.8,0.5,1224.7,90582.0
994,VNM,2024-09-13T10:39:32,74.7,73.8,0.1,1224.2,90545.0
995,VNM,2024-09-13T10:39:31,74.7,73.8,0.3,1224.1,90538.0
996,VNM,2024-09-13T10:39:27,74.7,73.8,0.4,1223.8,90515.0
997,VNM,2024-09-13T10:39:04,74.7,73.8,0.2,1223.4,90486.0
998,VNM,2024-09-13T10:39:03,74.7,73.9,0.1,1223.2,90471.0
999,VNM,2024-09-13T10:39:00,74.7,73.8,0.4,1223.1,90464.0
1000,VNM,2024-09-13T10:38:49,74.7,73.9,0.3,1222.7,90434.0
1001,VNM,2024-09-13T10:38:43,74.7,73.9,0.1,1222.4,90412.0
1002,VNM,2024-09-13T10:38:32,74.7,73.8,0.4,1222.3,90405.0
1003,VNM,2024-09-13T10:38:17,74.7,73.9,2.0,1221.9,90375.0
1004,VNM,2024-09-13T10:38:09,74.7,73.8,0.1,1219.9,90227.0
1005,VNM,2024-09-13T10:37:08,74.7,73.8,0.5,1219.3,90183.0
1006,VNM,2024-09-13T10:37:07,74.7,73.7,0.2,1214.7,89844.0
1007,VNM,2024-09-13T10:37:06,74.7,73.7,0.4,1214.5,89829.0
1008,VNM,2024-09-13T10:37:05,74.7,73.8,1.0,1214.1,89799.0
1009,VNM,2024-09-13T10:37:05,74.7,73.8,0.1,1213.1,89726.0
1010,VNM,2024-09-13T10:36:46,74.7,73.8,2.0,1213.0,89718.0
1011,VNM,2024-09-13T10:36:40,74.7,73.8,0.6,1211.0,89571.0
1012,VNM,2024-09-13T10:36:18,74.7,73.8,0.5,1210.0,89497.0
1013,VNM,2024-09-13T10:36:16,74.7,73.8,13.6,1192.8,88227.0
1014,VNM,2024-09-13T10:36:14,74.7,73.8,1.6,1172.8,86751.0
1015,VNM,2024-09-13T10:35:45,74.7,73.8,0.5,1151.8,85202.0
1016,VNM,2024-09-13T10:35:38,74.7,73.8,0.2,1151.3,85165.0
1017,VNM,2024-09-13T10:35:23,74.7,73.8,0.1,1151.1,85150.0
1018,VNM,2024-09-13T10:35:18,74.7,73.8,0.2,1151.0,85143.0
1019,VNM,2024-09-13T10:35:17,74.7,73.8,1.8,1150.6,85113.0
1020,VNM,2024-09-13T10:35:12,74.7,73.9,0.3,1147.6,84892.0
1021,VNM,2024-09-13T10:35:04,74.7,73.8,0.6,1147.3,84870.0
1022,VNM,2024-09-13T10:34:57,74.7,73.8,0.2,1142.3,84501.0
1023,VNM,2024-09-13T10:34:51,74.7,73.8,0.5,1142.1,84486.0
1024,VNM,2024-09-13T10:34:44,74.7,73.8,1.1,1141.6,84449.0
1025,VNM,2024-09-13T10:34:24,74.7,73.8,0.4,1138.2,84198.0
1026,VNM,2024-09-13T10:34:01,74.7,73.8,0.5,1137.3,84132.0
1027,VNM,2024-09-13T10:34:00,74.7,73.8,0.1,1136.8,84095.0
1028,VNM,2024-09-13T10:33:57,74.7,73.8,0.4,1136.7,84087.0
1029,VNM,2024-09-13T10:33:52,74.7,73.9,0.1,1136.3,84058.0
1030,VNM,2024-09-13T10:33:50,74.7,73.8,0.3,1136.2,84050.0
1031,VNM,2024-09-13T10:33:47,74.7,73.8,0.2,1135.9,84028.0
1032,VNM,2024-09-13T10:33:34,74.7,73.9,0.1,1135.7,84013.0
1033,VNM,2024-09-13T10:33:03,74.7,73.8,0.4,1134.2,83903.0
1034,VNM,2024-09-13T10:33:03,74.7,73.8,0.5,1134.7,83940.0
1035,VNM,2024-09-13T10:32:53,74.7,73.8,1.2,1133.8,83873.0
1036,VNM,2024-09-13T10:32:36,74.7,73.9,0.1,1132.6,83785.0
1037,VNM,2024-09-13T10:32:09,74.7,73.9,0.5,1132.3,83762.0
1038,VNM,2024-09-13T10:31:43,74.7,73.9,0.3,1131.8,83725.0
1039,VNM,2024-09-13T10:31:36,74.7,73.9,0.1,1131.4,83696.0
1040,VNM,2024-09-13T10:31:35,74.7,73.9,0.3,1131.3,83689.0
1041,VNM,2024-09-13T10:31:19,74.7,73.9,0.5,1131.0,83666.0
1042,VNM,2024-09-13T10:31:13,74.7,73.9,0.1,1130.5,83629.0
1043,VNM,2024-09-13T10:31:10,74.7,73.9,0.4,1130.4,83622.0
1044,VNM,2024-09-13T10:31:09,74.7,73.9,0.7,1129.4,83548.0
1045,VNM,2024-09-13T10:31:09,74.7,73.9,0.1,1129.5,83556.0
1046,VNM,2024-09-13T10:30:44,74.7,73.8,0.4,1128.4,83474.0
1047,VNM,2024-09-13T10:30:24,74.7,73.8,0.6,1128.0,83445.0
1048,VNM,2024-09-13T10:30:20,74.7,73.9,0.2,1127.2,83386.0
1049,VNM,2024-09-13T10:30:17,74.7,73.8,0.4,1127.0,83371.0
1050,VNM,2024-09-13T10:29:51,74.7,73.8,0.1,1126.5,83334.0
1051,VNM,2024-09-13T10:29:50,74.7,73.8,0.4,1126.4,83327.0
1052,VNM,2024-09-13T10:29:49,74.7,73.8,0.5,1126.0,83297.0
1053,VNM,2024-09-13T10:29:34,74.7,73.8,0.4,1125.5,83260.0
1054,VNM,2024-09-13T10:29:23,74.7,73.8,0.5,1122.1,83009.0
1055,VNM,2024-09-13T10:29:23,74.7,73.8,0.1,1121.6,82972.0
1056,VNM,2024-09-13T10:28:48,74.7,73.8,0.4,1121.1,82935.0
1057,VNM,2024-09-13T10:28:44,74.7,73.9,0.1,1120.7,82906.0
1058,VNM,2024-09-13T10:28:42,74.7,73.9,1.9,1117.7,82684.0
1059,VNM,2024-09-13T10:28:30,74.7,73.8,0.4,1115.3,82507.0
1060,VNM,2024-09-13T10:28:25,74.7,73.9,3.0,1114.9,82477.0
1061,VNM,2024-09-13T10:28:06,74.7,73.8,0.2,1111.9,82255.0
1062,VNM,2024-09-13T10:28:02,74.7,73.8,0.4,1111.7,82241.0
1063,VNM,2024-09-13T10:27:36,74.7,73.9,0.1,1111.3,82211.0
1064,VNM,2024-09-13T10:27:35,74.7,73.8,0.5,1111.2,82204.0
1065,VNM,2024-09-13T10:27:26,74.7,73.8,5.0,1110.7,82167.0
1066,VNM,2024-09-13T10:27:11,74.7,73.8,0.5,1105.7,81798.0
1067,VNM,2024-09-13T10:27:08,74.7,73.8,0.4,1105.2,81761.0
1068,VNM,2024-09-13T10:27:05,74.7,73.8,0.1,1104.7,81724.0
1069,VNM,2024-09-13T10:27:01,74.7,73.8,0.3,1104.6,81717.0
1070,VNM,2024-09-13T10:27:00,74.7,73.9,0.2,1104.3,81694.0
1071,VNM,2024-09-13T10:26:43,74.7,73.8,0.6,1103.8,81657.0
1072,VNM,2024-09-13T10:26:41,74.7,73.8,0.5,1098.8,81288.0
1073,VNM,2024-09-13T10:26:39,74.7,73.8,0.6,1098.3,81252.0
1074,VNM,2024-09-13T10:26:25,74.7,73.8,15.0,1083.3,80145.0
1075,VNM,2024-09-13T10:26:18,74.7,73.8,14.0,1068.3,79038.0
1076,VNM,2024-09-13T10:26:14,74.7,73.8,0.5,1054.3,78004.0
1077,VNM,2024-09-13T10:26:09,74.7,73.9,1.0,1049.8,77672.0
1078,VNM,2024-09-13T10:26:07,74.7,73.8,0.1,1047.8,77524.0
1079,VNM,2024-09-13T10:25:47,74.7,73.8,0.5,1047.7,77517.0
1080,VNM,2024-09-13T10:25:22,74.7,73.8,0.2,1043.8,77229.0
1081,VNM,2024-09-13T10:25:20,74.7,73.8,10.0,1043.6,77214.0
1082,VNM,2024-09-13T10:25:14,74.7,73.8,5.6,1033.2,76446.0
1083,VNM,2024-09-13T10:25:03,74.7,73.8,1.2,1027.6,76033.0
1084,VNM,2024-09-13T10:24:53,74.7,73.8,0.5,1026.4,75945.0
1085,VNM,2024-09-13T10:24:32,74.7,73.9,0.2,1025.9,75908.0
1086,VNM,2024-09-13T10:24:26,74.7,73.8,0.5,1025.7,75893.0
1087,VNM,2024-09-13T10:24:00,74.7,73.9,0.2,1025.2,75856.0
1088,VNM,2024-09-13T10:23:59,74.7,73.8,0.5,1025.0,75841.0
1089,VNM,2024-09-13T10:23:38,74.7,73.8,0.1,1024.4,75797.0
1090,VNM,2024-09-13T10:23:35,74.7,73.8,0.2,1024.3,75790.0
1091,VNM,2024-09-13T10:23:32,74.7,73.8,0.5,1024.1,75775.0
1092,VNM,2024-09-13T10:23:22,74.7,73.8,0.9,1022.6,75664.0
1093,VNM,2024-09-13T10:23:22,74.7,73.8,1.0,1023.6,75738.0
1094,VNM,2024-09-13T10:23:20,74.7,73.9,0.5,1021.7,75598.0
1095,VNM,2024-09-13T10:23:05,74.7,73.8,0.4,1021.2,75561.0
1096,VNM,2024-09-13T10:22:56,74.7,73.8,0.1,1020.6,75516.0
1097,VNM,2024-09-13T10:22:56,74.7,73.8,0.2,1020.8,75531.0
1098,VNM,2024-09-13T10:22:48,74.7,73.8,0.5,1020.5,75509.0
1099,VNM,2024-09-13T10:22:38,74.7,73.8,0.4,1020.0,75472.0
1100,VNM,2024-09-13T10:22:11,74.7,73.8,0.5,1019.6,75443.0
1101,VNM,2024-09-13T10:21:52,74.7,73.9,0.1,1019.1,75406.0
1102,VNM,2024-09-13T10:21:44,74.7,73.9,0.4,1019.0,75398.0
1103,VNM,2024-09-13T10:21:43,74.7,73.8,0.1,1017.9,75317.0
1104,VNM,2024-09-13T10:21:43,74.7,73.8,0.5,1018.4,75354.0
1105,VNM,2024-09-13T10:21:33,74.7,73.8,0.1,1017.3,75273.0
1106,VNM,2024-09-13T10:21:33,74.7,73.9,0.5,1017.8,75310.0
1107,VNM,2024-09-13T10:21:16,74.7,73.8,0.5,1017.2,75265.0
1108,VNM,2024-09-13T10:21:00,74.7,73.9,0.1,1016.7,75228.0
1109,VNM,2024-09-13T10:20:50,74.7,73.8,0.4,1016.6,75221.0
1110,VNM,2024-09-13T10:20:43,74.7,73.9,0.2,1016.2,75192.0
1111,VNM,2024-09-13T10:20:23,74.7,73.9,2.0,1016.0,75177.0
1112,VNM,2024-09-13T10:20:23,74.7,73.9,0.5,990.9,73322.0
1113,VNM,2024-09-13T10:20:22,74.7,73.9,3.5,990.4,73285.0
1114,VNM,2024-09-13T10:20:18,74.7,73.9,0.5,986.9,73026.0
1115,VNM,2024-09-13T10:20:10,74.7,73.9,0.1,986.4,72989.0
1116,VNM,2024-09-13T10:19:56,74.7,73.9,0.5,986.3,72982.0
1117,VNM,2024-09-13T10:19:52,74.7,73.9,5.0,985.8,72945.0
1118,VNM,2024-09-13T10:19:35,74.7,73.9,3.0,980.8,72576.0
1119,VNM,2024-09-13T10:19:28,74.7,73.9,0.5,976.9,72287.0
1120,VNM,2024-09-13T10:19:05,74.7,73.9,0.3,976.4,72250.0
1121,VNM,2024-09-13T10:19:02,74.7,73.9,0.4,976.1,72228.0
1122,VNM,2024-09-13T10:18:52,74.7,73.9,0.6,975.7,72199.0
1123,VNM,2024-09-13T10:18:37,74.7,73.9,0.1,975.0,72147.0
1124,VNM,2024-09-13T10:18:34,74.7,73.9,0.5,974.9,72139.0
1125,VNM,2024-09-13T10:18:19,74.7,73.9,1.0,974.4,72103.0
1126,VNM,2024-09-13T10:18:12,74.7,73.9,0.3,973.4,72029.0
1127,VNM,2024-09-13T10:18:07,74.7,73.9,0.4,973.1,72006.0
1128,VNM,2024-09-13T10:18:06,74.7,73.9,0.1,972.7,71977.0
1129,VNM,2024-09-13T10:17:41,74.7,73.9,0.5,972.6,71970.0
1130,VNM,2024-09-13T10:17:39,74.7,74.0,1.0,972.1,71933.0
1131,VNM,2024-09-13T10:17:35,74.7,74.0,0.1,971.1,71859.0
1132,VNM,2024-09-13T10:17:18,74.7,74.0,0.7,971.0,71851.0
1133,VNM,2024-09-13T10:17:13,74.7,73.9,0.4,970.3,71799.0
1134,VNM,2024-09-13T10:16:47,74.7,73.9,0.5,969.9,71770.0
1135,VNM,2024-09-13T10:16:29,74.7,74.0,0.2,969.2,71718.0
1136,VNM,2024-09-13T10:16:19,74.7,73.9,0.4,969.0,71703.0
1137,VNM,2024-09-13T10:16:01,74.7,73.9,0.1,968.6,71674.0
1138,VNM,2024-09-13T10:15:53,74.7,73.9,0.4,968.5,71666.0
1139,VNM,2024-09-13T10:14:58,74.7,73.9,0.5,967.6,71600.0
1140,VNM,2024-09-13T10:14:42,74.7,74.0,4.8,967.1,71563.0
1141,VNM,2024-09-13T10:14:39,74.7,73.9,0.3,962.1,71193.0
1142,VNM,2024-09-13T10:14:38,74.7,73.9,0.1,961.8,71171.0
1143,VNM,2024-09-13T10:14:34,74.7,73.9,0.2,961.7,71163.0
1144,VNM,2024-09-13T10:14:31,74.7,73.9,0.5,961.5,71149.0
1145,VNM,2024-09-13T10:14:09,74.7,73.9,0.3,961.0,71112.0
1146,VNM,2024-09-13T10:14:05,74.7,73.9,0.5,960.7,71089.0
1147,VNM,2024-09-13T10:13:51,74.7,73.9,0.2,960.2,71052.0
1148,VNM,2024-09-13T10:13:49,74.7,73.9,0.1,959.2,70979.0
1149,VNM,2024-09-13T10:13:37,74.7,73.9,0.5,958.7,70942.0
1150,VNM,2024-09-13T10:13:15,74.7,73.9,0.1,957.4,70846.0
1151,VNM,2024-09-13T10:12:43,74.7,73.9,0.2,956.9,70809.0
1152,VNM,2024-09-13T10:12:01,74.7,74.0,0.1,956.3,70764.0
1153,VNM,2024-09-13T10:11:52,74.7,73.9,3.0,956.2,70757.0
1154,VNM,2024-09-13T10:11:52,74.7,73.9,0.1,953.2,70535.0
1155,VNM,2024-09-13T10:11:48,74.7,73.9,0.5,953.1,70528.0
1156,VNM,2024-09-13T10:11:47,74.7,73.9,0.4,951.4,70402.0
1157,VNM,2024-09-13T10:11:41,74.7,73.9,2.3,947.9,70143.0
1158,VNM,2024-09-13T10:11:37,74.7,73.9,0.4,945.6,69973.0
1159,VNM,2024-09-13T10:11:28,74.7,73.9,0.3,944.4,69885.0
1160,VNM,2024-09-13T10:11:11,74.7,73.8,0.4,943.7,69833.0
1161,VNM,2024-09-13T10:11:09,74.7,73.8,0.1,940.1,69567.0
1162,VNM,2024-09-13T10:11:08,74.7,73.8,3.8,935.1,69198.0
1163,VNM,2024-09-13T10:11:06,74.7,73.8,0.2,915.1,67722.0
1164,VNM,2024-09-13T10:10:58,74.7,73.8,0.6,914.9,67708.0
1165,VNM,2024-09-13T10:10:44,74.7,73.7,0.5,914.3,67663.0
1166,VNM,2024-09-13T10:10:34,74.7,73.7,1.5,913.8,67627.0
1167,VNM,2024-09-13T10:10:17,74.7,73.7,0.1,912.2,67509.0
1168,VNM,2024-09-13T10:10:16,74.7,73.7,0.3,911.7,67472.0
1169,VNM,2024-09-13T10:10:03,74.7,73.7,0.2,911.4,67450.0
1170,VNM,2024-09-13T10:09:52,74.7,73.7,0.6,911.2,67435.0
1171,VNM,2024-09-13T10:09:50,74.7,73.8,0.1,910.6,67391.0
1172,VNM,2024-09-13T10:09:23,74.7,73.7,0.5,910.0,67346.0
1173,VNM,2024-09-13T10:09:17,74.7,73.8,2.0,909.5,67310.0
1174,VNM,2024-09-13T10:09:07,74.7,73.7,0.1,907.5,67162.0
1175,VNM,2024-09-13T10:08:56,74.7,73.7,0.5,907.4,67155.0
1176,VNM,2024-09-13T10:08:33,74.7,73.8,0.2,906.9,67118.0
1177,VNM,2024-09-13T10:08:02,74.7,73.7,0.4,906.3,67074.0
1178,VNM,2024-09-13T10:07:50,74.7,73.7,0.1,904.1,66911.0
1179,VNM,2024-09-13T10:07:50,74.7,73.7,1.8,905.9,67044.0
1180,VNM,2024-09-13T10:07:49,74.7,73.7,0.5,904.0,66904.0
1181,VNM,2024-09-13T10:07:44,74.7,73.7,0.1,894.9,66233.0
1182,VNM,2024-09-13T10:07:35,74.7,73.7,0.4,894.8,66226.0
1183,VNM,2024-09-13T10:07:32,74.7,73.8,0.2,894.4,66197.0
1184,VNM,2024-09-13T10:07:14,74.7,73.8,0.1,894.2,66182.0
1185,VNM,2024-09-13T10:07:08,74.7,73.7,0.3,894.1,66174.0
1186,VNM,2024-09-13T10:06:32,74.7,73.6,0.4,893.6,66138.0
1187,VNM,2024-09-13T10:06:25,74.7,73.7,1.5,889.6,65843.0
1188,VNM,2024-09-13T10:06:19,74.7,73.7,0.1,877.1,64922.0
1189,VNM,2024-09-13T10:06:18,74.7,73.7,0.2,877.0,64914.0
1190,VNM,2024-09-13T10:06:17,74.7,73.7,2.0,876.8,64900.0
1191,VNM,2024-09-13T10:06:16,74.7,73.7,0.2,874.6,64737.0
1192,VNM,2024-09-13T10:06:14,74.7,73.7,0.5,874.4,64723.0
1193,VNM,2024-09-13T10:06:14,74.7,73.7,0.4,873.9,64686.0
1194,VNM,2024-09-13T10:06:12,74.7,73.7,1.0,863.9,63949.0
1195,VNM,2024-09-13T10:06:09,74.7,73.6,0.4,862.9,63875.0
1196,VNM,2024-09-13T10:06:04,74.7,73.7,13.2,862.5,63846.0
1197,VNM,2024-09-13T10:06:01,74.7,73.6,0.1,847.4,62733.0
1198,VNM,2024-09-13T10:05:42,74.7,73.6,0.5,845.3,62578.0
1199,VNM,2024-09-13T10:05:42,74.7,73.6,1.3,847.3,62725.0
1200,VNM,2024-09-13T10:05:18,74.7,73.7,0.1,844.8,62541.0
1201,VNM,2024-09-13T10:05:13,74.7,73.6,0.5,844.2,62497.0
1202,VNM,2024-09-13T10:05:13,74.7,73.7,0.2,841.2,62276.0
1203,VNM,2024-09-13T10:05:11,74.7,73.7,0.1,841.0,62262.0
1204,VNM,2024-09-13T10:05:09,74.7,73.7,1.1,840.9,62254.0
1205,VNM,2024-09-13T10:05:08,74.7,73.7,0.1,839.8,62173.0
1206,VNM,2024-09-13T10:05:02,74.7,73.7,2.0,839.7,62166.0
1207,VNM,2024-09-13T10:05:01,74.7,73.7,3.0,837.7,62019.0
1208,VNM,2024-09-13T10:05:00,74.7,73.7,0.4,833.1,61680.0
1209,VNM,2024-09-13T10:04:52,74.7,73.7,0.1,823.0,60935.0
1210,VNM,2024-09-13T10:04:48,74.7,73.7,0.5,816.0,60419.0
1211,VNM,2024-09-13T10:04:42,74.7,73.7,0.2,815.5,60382.0
1212,VNM,2024-09-13T10:04:39,74.7,73.7,6.2,811.5,60088.0
1213,VNM,2024-09-13T10:04:38,74.7,73.7,0.4,801.5,59351.0
1214,VNM,2024-09-13T10:04:26,74.7,73.7,1.1,801.1,59321.0
1215,VNM,2024-09-13T10:04:21,74.7,73.7,0.3,798.1,59100.0
1216,VNM,2024-09-13T10:04:20,74.7,73.7,0.2,797.8,59078.0
1217,VNM,2024-09-13T10:04:04,74.7,73.7,1.0,796.3,58967.0
1218,VNM,2024-09-13T10:04:01,74.7,73.7,2.2,795.3,58894.0
